County,Lat,Long
Wabash,40.84704239,-85.79328272
Newton,40.95610449,-87.39635768
Jasper,41.02078733,-87.11553319
Pulaski,41.04166107,-86.69890683
Fulton,41.0469907,-86.26252745
Allen,41.09194313,-85.06800636
Whitley,41.13863784,-85.50791236
Kosciusko,41.24521668,-85.86312322
Starke,41.27890281,-86.64686895
Marshall,41.32467367,-86.26185087
Noble,41.39672484,-85.41966713
DeKalb,41.39804622,-84.99906934
Lake,41.41874274,-87.38277575
Porter,41.45986947,-87.06848888
LaPorte,41.54366008,-86.74072188
Elkhart,41.59761169,-85.85875695
St. Joseph,41.61756781,-86.29040834
LaGrange,41.64232188,-85.42674232
Steuben,41.64423868,-85.00101094
Lee,40.64181461,-91.48183025
Ringgold,40.73518949,-94.24368535
Taylor,40.73710579,-94.69778563
Decatur,40.73742757,-93.78645949
Page,40.7393172,-95.1497813
Wayne,40.73969028,-93.32752197
Appanoose,40.74324454,-92.86865906
Fremont,40.7454272,-95.60129045
Davis,40.74773536,-92.41005468
Van Buren,40.75326764,-91.95017958
Des Moines,40.92012606,-91.18326592
Henry,40.98767962,-91.54436349
Union,41.0277278,-94.24234847
Clarke,41.02868181,-93.78499767
Adams,41.02903567,-94.69932645
Lucas,41.02958964,-93.32780803
Monroe,41.02988815,-92.8690667
Montgomery,41.03018714,-95.15642896
Wapello,41.03064984,-92.40954728
Jefferson,41.03192394,-91.94849466
Mills,41.03299766,-95.61920963
Louisa,41.21842119,-91.26102611
Adair,41.33075609,-94.47105874
Madison,41.33081904,-94.01554631
Cass,41.33149454,-94.92792482
Marion,41.33445101,-93.09934783
Mahaska,41.33521503,-92.64083907
Warren,41.33559454,-93.56007641
Washington,41.33577126,-91.71725711
Pottawattamie,41.33640314,-95.53907776
Keokuk,41.33649833,-92.1785067
Muscatine,41.48370744,-91.1121697
Scott,41.63935978,-90.61959493
Johnson,41.67169354,-91.58754744
Harrison,41.68330137,-95.81558439
Guthrie,41.68378965,-94.50111014
Audubon,41.6844628,-94.90581859
Shelby,41.6850066,-95.31015553
Dallas,41.68560356,-94.04127625
Jasper,41.68576082,-93.05567785
Poweshiek,41.68625425,-92.53155731
Iowa,41.68630265,-92.0643373
Polk,41.68679484,-93.57767461
Cedar,41.77233777,-91.13246684
Clinton,41.89981633,-90.53275096
Marshall,42.03586837,-92.9990819
Greene,42.03614551,-94.39658081
Carroll,42.03617207,-94.86032705
Story,42.03621213,-93.46499005
Boone,42.03657094,-93.9313999
Crawford,42.03718237,-95.3819718
Monona,42.05220391,-95.95743843
Linn,42.07923082,-91.59809485
Tama,42.07991767,-92.53266945
Benton,42.08011739,-92.06463573
Jones,42.12118609,-91.13139641
Jackson,42.17178824,-90.57354837
Hardin,42.38353877,-93.23654611
Hamilton,42.38382428,-93.70197703
Calhoun,42.38521079,-94.64046046
Sac,42.38624071,-95.10547892
Ida,42.38696136,-95.51355387
Woodbury,42.38979414,-96.0459439
Grundy,42.40183723,-92.78829551
Webster,42.42853483,-94.17987389
Dubuque,42.46815349,-90.88181925
Black Hawk,42.4704581,-92.30524729
Buchanan,42.4709188,-91.83510825
Delaware,42.47104597,-91.3664492
Butler,42.73172833,-92.79015971
Franklin,42.73270384,-93.26256925
Wright,42.73305373,-93.73515113
Pocahontas,42.73420133,-94.67862564
Cherokee,42.73538914,-95.62389402
Buena Vista,42.73545875,-95.15100162
Plymouth,42.737633,-96.21366621
Bremer,42.77461496,-92.31795937
Humboldt,42.7764426,-94.20722537
Clayton,42.84443388,-91.34133693
Fayette,42.86271799,-91.8441231
Floyd,43.0600053,-92.78940097
Chickasaw,43.06001295,-92.31773347
Cerro Gordo,43.08177563,-93.2612239
Hancock,43.08178477,-93.73454884
Palo Alto,43.08193849,-94.67824621
Sioux,43.08221074,-96.1767568
Clay,43.08247182,-95.15096481
O'Brien,43.08310673,-95.62474482
Kossuth,43.20405458,-94.20691791
Allamakee,43.28383218,-91.37860922
Winneshiek,43.29094334,-91.84422722
Mitchell,43.35638371,-92.78887719
Howard,43.35671042,-92.31702714
Worth,43.37750768,-93.26087602
Winnebago,43.37751174,-93.73407298
Emmet,43.37782951,-94.67858943
Dickinson,43.37787725,-95.1510206
Osceola,43.37824276,-95.62422844
Lyon,43.38107862,-96.20926845
Chautauqua,37.14994405,-96.2454192
Cherokee,37.16928494,-94.8462897
Labette,37.19113093,-95.29849679
Comanche,37.1911452,-99.27113247
Morton,37.19141121,-101.7992519
Harper,37.19175361,-98.07578384
Stevens,37.1923008,-101.3118967
Montgomery,37.19236568,-95.74329258
Seward,37.19324632,-100.8507201
Barber,37.2288586,-98.68460053
Clark,37.23577007,-99.81883015
Sumner,37.23682549,-97.47721621
Cowley,37.23781842,-96.83776647
Meade,37.23859987,-100.364831
Elk,37.45338105,-96.24369667
Crawford,37.50675523,-94.85245778
Kiowa,37.55848695,-99.2856537
Neosho,37.55862897,-95.30670046
Kingman,37.55909527,-98.13638678
Wilson,37.55937174,-95.74323255
Haskell,37.5620394,-100.8710738
Grant,37.56227336,-101.3079758
Stanton,37.56304714,-101.7843534
Pratt,37.64780729,-98.73922153
Sedgwick,37.6842718,-97.4608198
Ford,37.69200114,-99.88825298
Gray,37.73836671,-100.4369088
Butler,37.78134351,-96.83878537
Bourbon,37.85508555,-94.84865997
Greenwood,37.8774388,-96.23250453
Allen,37.88582951,-95.30030847
Woodson,37.8865336,-95.74006277
Edwards,37.88735543,-99.31263309
Reno,37.95230263,-98.08607292
Hamilton,37.99978709,-101.7921066
Kearny,38.00017981,-101.321681
Stafford,38.03100851,-98.71762001
Harvey,38.04293782,-97.42747573
Finney,38.04340344,-100.7381938
Hodgeman,38.08780079,-99.89829881
Pawnee,38.18108732,-99.23692334
Linn,38.21267844,-94.84254089
Anderson,38.21413251,-95.29272815
Coffey,38.2365018,-95.73379515
Chase,38.30292938,-96.59563862
Rice,38.34616184,-98.19992118
Marion,38.35855394,-97.0985251
McPherson,38.39184858,-97.64769869
Lyon,38.45576156,-96.15275715
Barton,38.47889676,-98.75636726
Ness,38.47974157,-99.91547333
Greeley,38.4808095,-101.8061079
Lane,38.48119447,-100.4660754
Wichita,38.48178252,-101.3471509
Scott,38.48222076,-100.9066539
Rush,38.52275276,-99.30863983
Miami,38.56383358,-94.83832189
Franklin,38.56443815,-95.28644341
Osage,38.65235984,-95.72707998
Morris,38.68827511,-96.65128437
Ellsworth,38.69677695,-98.20462799
Saline,38.78369175,-97.65185177
Dickinson,38.86600962,-97.15532383
Douglas,38.88503636,-95.2925121
Johnson,38.88548175,-94.82250877
Ellis,38.91458712,-99.31751551
Russell,38.91462787,-98.76254297
Trego,38.91467218,-99.87284448
Gove,38.91588178,-100.4829321
Wallace,38.91686134,-101.7638876
Logan,38.91735806,-101.148475
Wabaunsee,38.95471985,-96.20350509
Geary,38.99871131,-96.7577178
Shawnee,39.04100763,-95.7557264
Lincoln,39.04549684,-98.20756994
Wyandotte,39.11727348,-94.76378225
Ottawa,39.13237408,-97.65020313
Leavenworth,39.20183497,-95.03620809
Jefferson,39.2347941,-95.38289232
Riley,39.28935726,-96.73420026
Clay,39.34948772,-97.16518128
Graham,39.34987223,-99.88332493
Sheridan,39.35018161,-100.4418259
Rooks,39.35022773,-99.32484567
Osborne,39.3503437,-98.76753828
Thomas,39.35107575,-101.0553705
Sherman,39.35147699,-101.7197624
Pottawatomie,39.37925655,-96.34564657
Mitchell,39.39331582,-98.20906732
Jackson,39.41673394,-95.79356799
Cloud,39.48028352,-97.64925343
Atchison,39.53185661,-95.30870026
Nemaha,39.78345387,-96.01392079
Marshall,39.78359669,-96.52278974
Washington,39.78420784,-97.0875323
Norton,39.78443827,-99.90286639
Phillips,39.78465501,-99.34668865
Decatur,39.78468441,-100.4594081
Jewell,39.78470589,-98.21820662
Smith,39.78516566,-98.78566062
Rawlins,39.78525843,-101.0761617
Cheyenne,39.78580976,-101.7318201
Doniphan,39.79067154,-95.14056866
Brown,39.82652589,-95.56421698
Republic,39.82799632,-97.65036709
Fulton,36.55238827,-89.20140068
Calloway,36.62093411,-88.2731593
Hickman,36.6794808,-88.97875928
Monroe,36.71225341,-85.71596443
Graves,36.72292505,-88.65143315
Clinton,36.72581156,-85.13377529
Bell,36.73355174,-83.67766671
McCreary,36.73874143,-84.48102924
Simpson,36.74058474,-86.58047435
Allen,36.75197631,-86.19457544
Whitley,36.75700531,-84.14541217
Cumberland,36.78926125,-85.39050034
Wayne,36.80310688,-84.8251971
Trigg,36.80767017,-87.87333656
Todd,36.8381152,-87.17878374
Carlisle,36.85372876,-88.9669222
Harlan,36.85699301,-83.21899516
Logan,36.85949479,-86.877635
Marshall,36.8800707,-88.32803576
Knox,36.89225732,-83.85403396
Christian,36.89267803,-87.49055367
Barren,36.96469836,-85.93338945
Russell,36.99308373,-85.06070117
Metcalfe,36.99459295,-85.63123699
Warren,36.99903045,-86.42672751
Lyon,37.02080035,-88.07886257
McCracken,37.05350953,-88.70445755
Ballard,37.05842757,-88.99427697
Leslie,37.09246661,-83.37999606
Adair,37.10459774,-85.28129668
Pulaski,37.10466131,-84.57629079
Laurel,37.10975748,-84.11321779
Letcher,37.12306748,-82.85346474
Caldwell,37.14749129,-87.86948214
Clay,37.16451126,-83.712575
Butler,37.20946153,-86.68748787
Livingston,37.21137452,-88.34797529
Edmonson,37.21218923,-86.23955613
Muhlenberg,37.21425819,-87.14632053
Perry,37.25023553,-83.22922731
Green,37.26484328,-85.5540745
Hart,37.29943898,-85.88461055
Hopkins,37.30939025,-87.54670406
Casey,37.32533118,-84.92726209
Knott,37.35388197,-82.94981134
Crittenden,37.35839237,-88.0882609
Rockcastle,37.36642393,-84.31176452
Taylor,37.3677562,-85.3329931
Jackson,37.41866422,-83.99825483
Owsley,37.42823949,-83.68811419
Lincoln,37.45475628,-84.6565327
Grayson,37.46231118,-86.34248968
Pike,37.47088263,-82.39487445
Ohio,37.47751843,-86.85368087
Webster,37.52168356,-87.67989953
Breathitt,37.52333168,-83.31959161
McLean,37.5301951,-87.26803443
Larue,37.54567114,-85.70138352
Marion,37.55218078,-85.26898542
Floyd,37.56213922,-82.74750924
Lee,37.59645942,-83.71513901
Boyle,37.62680923,-84.8633779
Garrard,37.6388668,-84.53289319
Union,37.66166713,-87.94300009
Estill,37.69241417,-83.95956369
Hardin,37.6976111,-85.96319251
Magoffin,37.70820545,-83.0657714
Madison,37.71659336,-84.27220275
Daviess,37.73028906,-87.0901948
Wolfe,37.73941626,-83.49303612
Washington,37.75599461,-85.17407732
Breckinridge,37.77377239,-86.42885017
Henderson,37.79344553,-87.57392021
Martin,37.79990579,-82.51247478
Nelson,37.80335779,-85.4657193
Mercer,37.81474237,-84.87488475
Powell,37.83218794,-83.82553961
Hancock,37.83766422,-86.78280584
Johnson,37.85106355,-82.8264322
Jessamine,37.87119786,-84.58252003
Morgan,37.92465657,-83.25558245
Menifee,37.94090733,-83.59985712
Meade,37.96163597,-86.21028219
Clark,37.9689263,-84.14615986
Bullitt,37.97162523,-85.68955617
Anderson,38.00671029,-84.99171713
Spencer,38.03223971,-85.32749335
Montgomery,38.03253032,-83.9145241
Fayette,38.0368225,-84.45576892
Woodford,38.04178222,-84.7417556
Lawrence,38.07136018,-82.72882223
Elliott,38.11624059,-83.09771563
Bath,38.14735938,-83.74588932
Jefferson,38.18664655,-85.65931031
Rowan,38.19484205,-83.42088935
Bourbon,38.2054607,-84.21827874
Shelby,38.21476019,-85.194223
Franklin,38.2379395,-84.87962551
Scott,38.29622293,-84.5816631
Carter,38.31690743,-83.05092385
Nicholas,38.33342292,-84.01889177
Boyd,38.36176608,-82.68652187
Fleming,38.36758311,-83.69657514
Oldham,38.39791089,-85.448222
Harrison,38.44188174,-84.32869741
Henry,38.44942688,-85.11587507
Owen,38.51679143,-84.82404619
Robertson,38.51923469,-84.05055616
Lewis,38.53184419,-83.37735618
Greenup,38.54332505,-82.9215658
Mason,38.59471935,-83.82151043
Trimble,38.61056487,-85.33775972
Grant,38.64962758,-84.62415957
Carroll,38.66599534,-85.12601074
Bracken,38.69158994,-84.08532444
Pendleton,38.69607718,-84.35599463
Gallatin,38.75398691,-84.8558382
Kenton,38.93950319,-84.53241199
Campbell,38.94384345,-84.37875208
Boone,38.97065142,-84.72615357
Terrebonne,29.37343766,-90.82626855
Plaquemines,29.42245447,-89.60322085
Lafourche,29.52470226,-90.40976986
St. Mary,29.69262097,-91.44702164
Jefferson,29.74075478,-90.11115756
Vermilion,29.83517605,-92.30292538
Iberia,29.86803617,-91.75871777
Cameron,29.87592238,-93.19310676
St. Bernard,29.87761636,-89.51887093
Assumption,29.89946234,-91.06461642
St. Charles,29.90709658,-90.35555967
St. James,30.02531716,-90.80212061
Orleans,30.06971951,-89.92660315
St. John the Baptist,30.12597499,-90.4753503
St. Martin,30.13112107,-91.61403569
Ascension,30.20406249,-90.9132841
Lafayette,30.2049055,-92.06959876
Calcasieu,30.22931235,-93.35400434
Iberville,30.25734305,-91.3499598
Jefferson Davis,30.26896765,-92.81210004
Acadia,30.2950649,-92.41419698
St. Tammany,30.40942847,-89.95642711
Livingston,30.44143993,-90.73061664
West Baton Rouge,30.46058217,-91.30989571
East Baton Rouge,30.53842039,-91.09777565
St. Landry,30.59724262,-92.00135806
Tangipahoa,30.62888673,-90.40664996
Beauregard,30.64836518,-93.34173616
Allen,30.65385745,-92.82442028
Pointe Coupee,30.71409502,-91.60209535
Evangeline,30.72985248,-92.39915924
St. Helena,30.82210324,-90.71013176
East Feliciana,30.84425359,-91.04976723
Washington,30.85288548,-90.03866652
West Feliciana,30.87882871,-91.4148538
Avoyelles,31.07796211,-92.00079449
Vernon,31.10884837,-93.18153838
Rapides,31.19778499,-92.52997303
Concordia,31.44817835,-91.63814433
Sabine,31.56388699,-93.55433981
Grant,31.59882456,-92.56124347
Catahoula,31.66778967,-91.84526385
LaSalle,31.67884782,-92.15907765
Natchitoches,31.72321584,-93.09816516
Winn,31.94449367,-92.63789413
Tensas,32.00760749,-91.32915234
De Soto,32.05457447,-93.74130302
Caldwell,32.0902519,-92.11752148
Red River,32.09530039,-93.34213308
Franklin,32.13675181,-91.67589857
Jackson,32.30251776,-92.55692092
Bienville,32.34569994,-93.05398492
Madison,32.36918118,-91.23973355
Richland,32.41391005,-91.76634876
Ouachita,32.47645559,-92.15704172
Caddo,32.57991587,-93.88375652
Lincoln,32.6003154,-92.6659741
Bossier,32.67932307,-93.60460152
Webster,32.70847669,-93.33121835
East Carroll,32.73926954,-91.23425694
West Carroll,32.78550125,-91.461201
Morehouse,32.81686191,-91.80421614
Claiborne,32.82308512,-92.99526883
Union,32.83121059,-92.3749373
York,43.47808377,-70.71052375
Cumberland,43.8370751,-70.37226999
Sagadahoc,43.95415864,-69.85074999
Lincoln,44.05996956,-69.54227124
Knox,44.11486325,-69.10529169
Androscoggin,44.1664747,-70.20380627
Kennebec,44.40759555,-69.76738544
Waldo,44.4858305,-69.12061935
Oxford,44.49952995,-70.75682123
Hancock,44.59816444,-68.38401854
Franklin,44.97330019,-70.44381045
Washington,45.01607142,-67.62813524
Penobscot,45.40194593,-68.65020455
Somerset,45.51229767,-69.95995554
Piscataquis,45.83839062,-69.2860223
Aroostook,46.65926321,-68.59841248
Somerset,38.1163542,-75.75118623
Worcester,38.21274277,-75.33200012
St. Mary's,38.30058422,-76.6062928
Wicomico,38.37301947,-75.62705831
Dorchester,38.45413522,-76.02752426
Charles,38.51092331,-76.98580666
Calvert,38.53961642,-76.56820632
Talbot,38.76618159,-76.10882561
Prince George's,38.83070039,-76.8496441
Caroline,38.87172293,-75.82904158
Anne Arundel,39.00670238,-76.60329337
Queen Anne's,39.06198912,-76.03530977
Montgomery,39.13676329,-77.20358245
Kent,39.24976208,-76.04741541
Howard,39.25305293,-76.93126208
Baltimore City,39.30211911,-76.61151012
Baltimore,39.45784712,-76.62911955
Frederick,39.47296601,-77.39999394
Garrett,39.52786077,-79.27355126
Harford,39.55010644,-76.3077594
Carroll,39.56453592,-77.02373735
Cecil,39.56647682,-75.94627411
Washington,39.60835778,-77.82002295
Allegany,39.62357628,-78.69280486
Nantucket,41.2942019,-70.08774729
Dukes,41.40674725,-70.68763497
Barnstable,41.72980578,-70.28854339
Bristol,41.79228404,-71.10872211
Plymouth,41.94070556,-70.80802823
Hampden,42.13440424,-72.63235561
Norfolk,42.16073095,-71.20530408
Suffolk,42.3279514,-71.07850442
Hampshire,42.33997957,-72.65898478
Worcester,42.35026951,-71.90493363
Berkshire,42.37428441,-73.20524838
Middlesex,42.48607732,-71.39049229
Franklin,42.58119713,-72.58602547
Essex,42.6687626,-70.94687179
Hillsdale,41.88753639,-84.59312019
Lenawee,41.89475156,-84.06603727
St. Joseph,41.91441767,-85.52797979
Cass,41.91522292,-85.99405727
Branch,41.91600556,-85.05929476
Monroe,41.92734151,-83.53749864
Berrien,41.95447397,-86.4131308
Kalamazoo,42.24542231,-85.53038622
Calhoun,42.24633834,-85.00493569
Jackson,42.24807035,-84.42258681
Van Buren,42.25190229,-86.01939087
Washtenaw,42.253105,-83.83853204
Wayne,42.28098405,-83.281255
Allegan,42.59147037,-85.89102866
Barry,42.59513984,-85.30834519
Eaton,42.59599185,-84.83740035
Ingham,42.59716886,-84.37472069
Livingston,42.60302282,-83.91297209
Oakland,42.66090111,-83.38595416
Macomb,42.69158356,-82.92752801
St. Clair,42.92655373,-82.67937954
Clinton,42.94400871,-84.60145248
Ionia,42.94502238,-85.07413319
Shiawassee,42.953928,-84.14585902
Ottawa,42.95996803,-85.9969107
Genesee,43.02244215,-83.70589709
Kent,43.03197711,-85.54934642
Lapeer,43.09052506,-83.22153148
Muskegon,43.29123859,-86.15176712
Gratiot,43.29265605,-84.60505416
Montcalm,43.31082541,-85.15252824
Saginaw,43.33433923,-84.0513121
Sanilac,43.42406072,-82.82055898
Tuscola,43.46606813,-83.41897025
Newaygo,43.554374,-85.80070107
Isabella,43.64060976,-84.84664923
Mecosta,43.64064262,-85.32463223
Oceana,43.64124435,-86.26726673
Midland,43.64330771,-84.38804374
Bay,43.70639106,-83.98731479
Huron,43.83353985,-83.04078453
Clare,43.98794227,-84.8481986
Gladwin,43.98901072,-84.38774817
Osceola,43.98992088,-85.32566756
Lake,43.99050893,-85.802173
Mason,43.99509218,-86.24988902
Arenac,44.0636262,-83.89277559
Manistee,44.33352407,-86.05626916
Roscommon,44.33473082,-84.61067651
Ogemaw,44.33481032,-84.12725175
Missaukee,44.33772443,-85.09256478
Wexford,44.33853602,-85.57712739
Iosco,44.35486835,-83.63484895
Benzie,44.63899297,-86.01608482
Oscoda,44.68192279,-84.12939244
Crawford,44.68255561,-84.61006219
Alcona,44.6846864,-83.59507875
Kalkaska,44.68512729,-85.09085699
Grand Traverse,44.69565625,-85.55585247
Leelanau,44.94430054,-85.80150326
Antrim,44.99690221,-85.15503082
Otsego,45.02085831,-84.59898295
Montmorency,45.0275929,-84.12696227
Alpena,45.03477666,-83.62212411
Presque Isle,45.34018577,-83.91498656
Charlevoix,45.37790017,-85.19614053
Cheboygan,45.44787015,-84.50122149
Emmet,45.52625509,-84.89083249
Menominee,45.58038692,-87.55370409
Delta,45.9048491,-86.9080745
Dickinson,46.00999672,-87.86961634
Mackinac,46.07028979,-85.04980537
Schoolcraft,46.19235734,-86.19972234
Iron,46.20974132,-88.53136251
Chippewa,46.29552653,-84.54353449
Gogebic,46.40862701,-89.69377193
Alger,46.41292944,-86.60260122
Marquette,46.4338914,-87.64043701
Luce,46.47227431,-85.54471223
Ontonagon,46.6652262,-89.31390481
Baraga,46.6720582,-88.36363591
Houghton,46.89988536,-88.68495385
Keweenaw,47.63197653,-88.41434263
Houston,43.67129565,-91.49143057
Mower,43.67142874,-92.75234549
Faribault,43.67381499,-93.94787458
Freeborn,43.67385583,-93.34884422
Fillmore,43.67394126,-92.08980382
Jackson,43.67423373,-95.15398258
Martin,43.67429718,-94.55099908
Nobles,43.67434621,-95.75329576
Rock,43.67482683,-96.25296832
Watonwan,43.97823903,-94.61413846
Winona,43.98772283,-91.78081305
Olmsted,44.00374114,-92.40209944
Cottonwood,44.00715262,-95.18138802
Waseca,44.02211116,-93.58720034
Murray,44.02216709,-95.76328482
Dodge,44.02238415,-92.86244324
Steele,44.02240351,-93.22627088
Pipestone,44.02301619,-96.25841142
Blue Earth,44.03554215,-94.06699781
Brown,44.24205652,-94.72562874
Wabasha,44.28424356,-92.23121312
Nicollet,44.35291112,-94.24710352
Rice,44.3543376,-93.29658715
Le Sueur,44.37136597,-93.72844721
Redwood,44.40555844,-95.25207021
Goodhue,44.40849741,-92.7234195
Lincoln,44.41311883,-96.26688165
Lyon,44.41327865,-95.83806103
Sibley,44.5796592,-94.23164924
Scott,44.6490231,-93.53340251
Dakota,44.67172617,-93.06299363
Yellow Medicine,44.71710183,-95.86842453
Renville,44.72836381,-94.94553734
Carver,44.82017001,-93.8009918
McLeod,44.82367677,-94.27287017
Lac Qui Parle,44.9973857,-96.17488219
Hennepin,45.00761521,-93.47694895
Ramsey,45.01625271,-93.09872295
Chippewa,45.02343421,-95.56403693
Washington,45.03864533,-92.88429635
Meeker,45.12328869,-94.52839455
Kandiyohi,45.1526059,-95.00586446
Wright,45.17297924,-93.96234781
Anoka,45.27476015,-93.24604565
Swift,45.2829032,-95.68264092
Big Stone,45.42712824,-96.41403739
Sherburne,45.44447208,-93.77617511
Chisago,45.5021011,-92.90861945
Stearns,45.55192576,-94.61078221
Isanti,45.56181234,-93.29487636
Pope,45.58606667,-95.44451209
Stevens,45.58613007,-96.00163705
Benton,45.69804958,-93.99514135
Traverse,45.77298854,-96.47062949
Douglas,45.93348491,-95.45335469
Grant,45.93424769,-96.01139609
Mille Lacs,45.93705297,-93.63236823
Kanabec,45.9459309,-93.29275192
Morrison,46.01265363,-94.27341528
Todd,46.06996226,-94.89785296
Pine,46.12105238,-92.74070188
Wilkin,46.35721532,-96.4684375
Otter Tail,46.40846929,-95.70835255
Crow Wing,46.48096553,-94.06755609
Wadena,46.58589171,-94.96968506
Carlton,46.59180601,-92.67601019
Aitkin,46.60962049,-93.4116826
Clay,46.89289518,-96.48761922
Becker,46.93479392,-95.67158144
Cass,46.95043611,-94.32603968
Hubbard,47.10778564,-94.91693868
Mahnomen,47.32557075,-95.80921485
Norman,47.32628443,-96.45620947
Itasca,47.51009045,-93.63092229
Clearwater,47.57992111,-95.37790562
St. Louis,47.6048407,-92.46879855
Lake,47.64270764,-91.44557998
Polk,47.77372465,-96.40134647
Red Lake,47.87197525,-96.09561104
Cook,47.90504893,-90.52629546
Beltrami,47.97373527,-94.93732139
Pennington,48.06642577,-96.0370814
Koochiching,48.24539665,-93.78352843
Marshall,48.35825983,-96.37017407
Lake of the Woods,48.77217001,-94.90274472
Roseau,48.77501878,-95.81079919
Kittson,48.77754106,-96.78317184
Hancock,30.41830223,-89.48851033
Harrison,30.51359752,-89.12467576
Jackson,30.54020656,-88.64184064
Pearl River,30.77090935,-89.58677275
Stone,30.79187949,-89.11547539
George,30.86259065,-88.64436789
Walthall,31.14971548,-90.10446654
Wilkinson,31.16078225,-91.31018819
Perry,31.17161885,-88.99281835
Amite,31.17467303,-90.80501621
Pike,31.17507789,-90.40392572
Forrest,31.18961454,-89.25832496
Lamar,31.20572971,-89.5077704
Greene,31.21444233,-88.63922281
Marion,31.23132643,-89.8209217
Adams,31.47669768,-91.35326037
Franklin,31.47786634,-90.89672989
Lincoln,31.53288662,-90.45391915
Lawrence,31.55147224,-90.10841127
Jefferson Davis,31.56884708,-89.8267099
Jones,31.62257767,-89.168969
Covington,31.63225413,-89.55389939
Wayne,31.64135687,-88.69573913
Jefferson,31.73397872,-91.03764977
Copiah,31.86977774,-90.44565118
Simpson,31.91282117,-89.91716179
Claiborne,31.97061673,-90.90702196
Smith,32.01744532,-89.50644846
Jasper,32.01922104,-89.11786866
Clarke,32.04158545,-88.6889622
Rankin,32.26469147,-89.94537876
Hinds,32.2656285,-90.44435448
Warren,32.35810271,-90.83352619
Newton,32.40021118,-89.11843336
Lauderdale,32.40419769,-88.66229662
Scott,32.4067041,-89.53789439
Madison,32.63389156,-90.03513564
Issaquena,32.72531359,-90.97392828
Neshoba,32.75339664,-89.11726492
Leake,32.7536828,-89.52402044
Kemper,32.75462946,-88.64105766
Yazoo,32.77890365,-90.39656148
Sharkey,32.88149103,-90.8159538
Attala,33.08658803,-89.57838564
Winston,33.08747908,-89.03391385
Noxubee,33.11009499,-88.56949061
Holmes,33.12345854,-90.08923538
Humphreys,33.12825718,-90.52252707
Washington,33.28392041,-90.94196237
Choctaw,33.34598242,-89.24809382
Oktibbeha,33.42491685,-88.87905132
Carroll,33.44834567,-89.91994479
Lowndes,33.47386518,-88.4419153
Montgomery,33.49419589,-89.61729103
Leflore,33.55545125,-90.29900733
Sunflower,33.60192578,-90.58882684
Webster,33.61300486,-89.28392912
Clay,33.65358105,-88.77784255
Grenada,33.77036166,-89.80245083
Bolivar,33.79696941,-90.87372121
Monroe,33.89236763,-88.4808438
Chickasaw,33.91983202,-88.9481545
Calhoun,33.93683395,-89.33686647
Tallahatchie,33.95339918,-90.1729398
Yalobusha,34.02824175,-89.7076205
Pontotoc,34.226046,-89.03636807
Coahoma,34.22772299,-90.60415045
Quitman,34.25157572,-90.28908
Itawamba,34.27993475,-88.3606733
Lee,34.2918775,-88.68149954
Lafayette,34.35687874,-89.48490961
Panola,34.36398677,-89.95064249
Union,34.49162015,-89.00776006
Prentiss,34.61810501,-88.51986294
Tunica,34.64967704,-90.37481167
Tate,34.65133709,-89.94485778
Tishomingo,34.74023475,-88.23917219
Marshall,34.76216286,-89.50299462
Tippah,34.76872156,-88.90988194
Benton,34.81681228,-89.18945516
DeSoto,34.87625235,-89.99091418
Alcorn,34.88084463,-88.57996173
Pemiscot,36.2130572,-89.78742322
Clay,36.27167174,-90.09122243
New Madrid,36.59666326,-89.66070007
McDonald,36.62869595,-94.34867205
Ozark,36.64916339,-92.44459066
Ripley,36.65460667,-90.85990261
Taney,36.65465345,-93.04075153
Oregon,36.68710164,-91.4033755
Barry,36.70978521,-93.82919888
Butler,36.71462476,-90.40421163
Stone,36.75000327,-93.45256475
Howell,36.77383887,-91.88683935
Mississippi,36.82516239,-89.29505753
Stoddard,36.85571651,-89.9444155
Newton,36.90519407,-94.3394104
Douglas,36.9325593,-92.49905109
Carter,36.94160441,-90.96051322
Christian,36.9711783,-93.18537118
Scott,37.05588075,-89.56474493
Lawrence,37.10626634,-93.83293097
Wayne,37.11303869,-90.46001416
Shannon,37.15772072,-91.40190382
Jasper,37.20351921,-94.34050458
Greene,37.2575872,-93.34230916
Wright,37.27029221,-92.46914488
Webster,37.2813734,-92.876329
Texas,37.31728859,-91.96564727
Bollinger,37.32449052,-90.02725304
Reynolds,37.36085952,-90.97009925
Cape Girardeau,37.38489388,-89.6843587
Dade,37.431814,-93.8503345
Madison,37.47865134,-90.3467143
Barton,37.50207671,-94.34757022
Reynolds,37.55487945,-90.7735296
Dent,37.60663134,-91.50790473
Polk,37.6162296,-93.39828174
Laclede,37.65896829,-92.5888493
Dallas,37.6811355,-93.02127031
Perry,37.70660776,-89.82741088
Cedar,37.72391475,-93.85445441
St. Francois,37.81214171,-90.47598685
Pulaski,37.82462075,-92.20783203
Vernon,37.8457799,-94.34127305
Phelps,37.87736118,-91.79351727
Ste. Genevieve,37.89090059,-90.1949941
Hickory,37.94163617,-93.3203037
Washington,37.96130078,-90.87948158
Crawford,37.97663738,-91.30528104
Camden,38.02199522,-92.76083747
St. Clair,38.03699437,-93.77631447
Maries,38.16193985,-91.92249662
Miller,38.21450288,-92.42610898
Bates,38.25271289,-94.34113157
Jefferson,38.25926778,-90.53870896
Benton,38.29503305,-93.28756116
Henry/Rives,38.38482826,-93.79293734
